Domain,W_Protocol,Status,Response Code
d4-0575.d4.makeshop.co.kr,http://d4-0575.d4.makeshop.co.kr,Success,200
d4-0570.d4.makeshop.co.kr,http://d4-0570.d4.makeshop.co.kr,Success,200
d4-0571.d4.makeshop.co.kr,http://d4-0571.d4.makeshop.co.kr,Success,200
d32450e2.uspool.samsung.com,http://d32450e2.uspool.samsung.com,Timeout,N/A
d4-0572.d4.makeshop.co.kr,http://d4-0572.d4.makeshop.co.kr,Success,200
d4-0591.d4.makeshop.co.kr,http://d4-0591.d4.makeshop.co.kr,Success,200
d4-0576.d4.makeshop.co.kr,http://d4-0576.d4.makeshop.co.kr,Success,200
d4-0599.d4.makeshop.co.kr,http://d4-0599.d4.makeshop.co.kr,Success,200
d4-0598.d4.makeshop.co.kr,http://d4-0598.d4.makeshop.co.kr,Success,200
d4-0578.d4.makeshop.co.kr,http://d4-0578.d4.makeshop.co.kr,Success,200
d4-0600.d4.makeshop.co.kr,http://d4-0600.d4.makeshop.co.kr,Success,200
d4-0620.d4.makeshop.co.kr,http://d4-0620.d4.makeshop.co.kr,Success,200
d4-0618.d4.makeshop.co.kr,http://d4-0618.d4.makeshop.co.kr,Success,200
d4-0624.d4.makeshop.co.kr,http://d4-0624.d4.makeshop.co.kr,Success,200
d4-0625.d4.makeshop.co.kr,http://d4-0625.d4.makeshop.co.kr,Success,200
d4-0603.d4.makeshop.co.kr,http://d4-0603.d4.makeshop.co.kr,Success,200
d4-0626.d4.makeshop.co.kr,http://d4-0626.d4.makeshop.co.kr,Success,200
d4-0627.d4.makeshop.co.kr,http://d4-0627.d4.makeshop.co.kr,Success,200
d4-0628.d4.makeshop.co.kr,http://d4-0628.d4.makeshop.co.kr,Success,200
d4-0640.d4.makeshop.co.kr,http://d4-0640.d4.makeshop.co.kr,Success,200
d4-0629.d4.makeshop.co.kr,http://d4-0629.d4.makeshop.co.kr,Success,200
d4-0630.d4.makeshop.co.kr,http://d4-0630.d4.makeshop.co.kr,Success,200
d4-0644.d4.makeshop.co.kr,http://d4-0644.d4.makeshop.co.kr,Success,200
d4-0646.d4.makeshop.co.kr,http://d4-0646.d4.makeshop.co.kr,Success,200
d4-0632.d4.makeshop.co.kr,http://d4-0632.d4.makeshop.co.kr,Success,200
d4-0631.d4.makeshop.co.kr,http://d4-0631.d4.makeshop.co.kr,Success,200
d4-0648.d4.makeshop.co.kr,http://d4-0648.d4.makeshop.co.kr,Success,200
d4-0643.d4.makeshop.co.kr,http://d4-0643.d4.makeshop.co.kr,Success,200
d4-0650.d4.makeshop.co.kr,http://d4-0650.d4.makeshop.co.kr,Success,200
d4-0647.d4.makeshop.co.kr,http://d4-0647.d4.makeshop.co.kr,Success,200
d32450e4.uspool.samsung.com,http://d32450e4.uspool.samsung.com,Timeout,N/A
d4-0653.d4.makeshop.co.kr,http://d4-0653.d4.makeshop.co.kr,Success,200
d4-0654.d4.makeshop.co.kr,http://d4-0654.d4.makeshop.co.kr,Success,200
d4-0405.d4.makeshop.co.kr,http://d4-0405.d4.makeshop.co.kr,Success,200
d4-0406.d4.makeshop.co.kr,http://d4-0406.d4.makeshop.co.kr,Success,200
d4-0681.d4.makeshop.co.kr,http://d4-0681.d4.makeshop.co.kr,Success,200
d4-0678.d4.makeshop.co.kr,http://d4-0678.d4.makeshop.co.kr,Success,200
d4-0686.d4.makeshop.co.kr,http://d4-0686.d4.makeshop.co.kr,Success,200
d4-0687.d4.makeshop.co.kr,http://d4-0687.d4.makeshop.co.kr,Success,200
d4-0683.d4.makeshop.co.kr,http://d4-0683.d4.makeshop.co.kr,Success,200
d4-0680.d4.makeshop.co.kr,http://d4-0680.d4.makeshop.co.kr,Success,200
d4-0684.d4.makeshop.co.kr,http://d4-0684.d4.makeshop.co.kr,Success,200
d4-0685.d4.makeshop.co.kr,http://d4-0685.d4.makeshop.co.kr,Success,200
d4-0692.d4.makeshop.co.kr,http://d4-0692.d4.makeshop.co.kr,Success,200
d4-0399.d4.makeshop.co.kr,http://d4-0399.d4.makeshop.co.kr,Success,200
d4-0695.d4.makeshop.co.kr,http://d4-0695.d4.makeshop.co.kr,Success,200
d4-0688.d4.makeshop.co.kr,http://d4-0688.d4.makeshop.co.kr,Success,200
d4-0718.d4.makeshop.co.kr,http://d4-0718.d4.makeshop.co.kr,Success,200
d4-0723.d4.makeshop.co.kr,http://d4-0723.d4.makeshop.co.kr,Success,200
d4-0720.d4.makeshop.co.kr,http://d4-0720.d4.makeshop.co.kr,Success,200
d4-0694.d4.makeshop.co.kr,http://d4-0694.d4.makeshop.co.kr,Success,200
d4-0724.d4.makeshop.co.kr,http://d4-0724.d4.makeshop.co.kr,Success,200
d4-0772.d4.makeshop.co.kr,http://d4-0772.d4.makeshop.co.kr,Success,200
d4-0725.d4.makeshop.co.kr,http://d4-0725.d4.makeshop.co.kr,Success,200
d4-0727.d4.makeshop.co.kr,http://d4-0727.d4.makeshop.co.kr,Success,200
d4-0728.d4.makeshop.co.kr,http://d4-0728.d4.makeshop.co.kr,Success,200
d4-0814.d4.makeshop.co.kr,http://d4-0814.d4.makeshop.co.kr,Success,200
d4-0809.d4.makeshop.co.kr,http://d4-0809.d4.makeshop.co.kr,Success,200
d4-0773.d4.makeshop.co.kr,http://d4-0773.d4.makeshop.co.kr,Success,200
d4-0816.d4.makeshop.co.kr,http://d4-0816.d4.makeshop.co.kr,Success,200
d4-0812.d4.makeshop.co.kr,http://d4-0812.d4.makeshop.co.kr,Success,200
d4-0403.d4.makeshop.co.kr,http://d4-0403.d4.makeshop.co.kr,Success,200
d4-0815.d4.makeshop.co.kr,http://d4-0815.d4.makeshop.co.kr,Success,200
d4-0828.d4.makeshop.co.kr,http://d4-0828.d4.makeshop.co.kr,Success,200
d4-0732.d4.makeshop.co.kr,http://d4-0732.d4.makeshop.co.kr,Success,200
d32450f0.uspool.samsung.com,http://d32450f0.uspool.samsung.com,Timeout,N/A
d4-0835.d4.makeshop.co.kr,http://d4-0835.d4.makeshop.co.kr,Success,200
d4-0817.d4.makeshop.co.kr,http://d4-0817.d4.makeshop.co.kr,Success,200
d4-0836.d4.makeshop.co.kr,http://d4-0836.d4.makeshop.co.kr,Success,200
d4-0830.d4.makeshop.co.kr,http://d4-0830.d4.makeshop.co.kr,Success,200
d4-0831.d4.makeshop.co.kr,http://d4-0831.d4.makeshop.co.kr,Success,200
d4-0397.d4.makeshop.co.kr,http://d4-0397.d4.makeshop.co.kr,Success,200
d4-0837.d4.makeshop.co.kr,http://d4-0837.d4.makeshop.co.kr,Success,200
d4-0838.d4.makeshop.co.kr,http://d4-0838.d4.makeshop.co.kr,Success,200
d4-0841.d4.makeshop.co.kr,http://d4-0841.d4.makeshop.co.kr,Success,200
d4-0842.d4.makeshop.co.kr,http://d4-0842.d4.makeshop.co.kr,Success,200
d32450f1.uspool.samsung.com,http://d32450f1.uspool.samsung.com,Timeout,N/A
d4-0839.d4.makeshop.co.kr,http://d4-0839.d4.makeshop.co.kr,Success,200
d4-0840.d4.makeshop.co.kr,http://d4-0840.d4.makeshop.co.kr,Success,200
d32450f2.uspool.samsung.com,http://d32450f2.uspool.samsung.com,Timeout,N/A
d4-0878.d4.makeshop.co.kr,http://d4-0878.d4.makeshop.co.kr,Success,200
d4-0879.d4.makeshop.co.kr,http://d4-0879.d4.makeshop.co.kr,Success,200
d4-0940.d4.makeshop.co.kr,http://d4-0940.d4.makeshop.co.kr,Success,200
d4-0844.d4.makeshop.co.kr,http://d4-0844.d4.makeshop.co.kr,Success,200
da.naver.com,http://da.naver.com,Connection Error,N/A
d4-0943.d4.makeshop.co.kr,http://d4-0943.d4.makeshop.co.kr,Success,200
d4-0918.d4.makeshop.co.kr,http://d4-0918.d4.makeshop.co.kr,Success,200
d4-0941.d4.makeshop.co.kr,http://d4-0941.d4.makeshop.co.kr,Success,200
d4-0945.d4.makeshop.co.kr,http://d4-0945.d4.makeshop.co.kr,Success,200
d4-0944.d4.makeshop.co.kr,http://d4-0944.d4.makeshop.co.kr,Success,200
d4-0938.d4.makeshop.co.kr,http://d4-0938.d4.makeshop.co.kr,Success,200
d4-0946.d4.makeshop.co.kr,http://d4-0946.d4.makeshop.co.kr,Success,200
d4.makeshop.co.kr,http://d4.makeshop.co.kr,Success,200
d4-0880.d4.makeshop.co.kr,http://d4-0880.d4.makeshop.co.kr,Success,200
d4-0939.d4.makeshop.co.kr,http://d4-0939.d4.makeshop.co.kr,Success,200
daf.lottecard.co.kr,http://daf.lottecard.co.kr,Connection Error,N/A
d4-0942.d4.makeshop.co.kr,http://d4-0942.d4.makeshop.co.kr,Success,200
dadispapi.gmarket.co.kr,http://dadispapi.gmarket.co.kr,Success,404
dapicall.kbcard.com,http://dapicall.kbcard.com,Connection Error,N/A
dadispapi.auction.co.kr,http://dadispapi.auction.co.kr,Success,404
dapipotal.wooricard.com,http://dapipotal.wooricard.com,Connection Error,N/A
dap.genai.shinhancard.com,http://dap.genai.shinhancard.com,Connection Error,N/A
d32450f3.uspool.samsung.com,http://d32450f3.uspool.samsung.com,Timeout,N/A
dalcom.naver.com,http://dalcom.naver.com,Success,503
d3245101.uspool.samsung.com,http://d3245101.uspool.samsung.com,Timeout,N/A
d3245104.uspool.samsung.com,http://d3245104.uspool.samsung.com,Timeout,N/A
d3245103.uspool.samsung.com,http://d3245103.uspool.samsung.com,Timeout,N/A
da.adoffice.11st.co.kr,https://da.adoffice.11st.co.kr,Success,200
dasp.kbcard.com,http://dasp.kbcard.com,Connection Error,N/A
darslauncher.kbcard.com,http://darslauncher.kbcard.com,Connection Error,N/A
d3245111.uspool.samsung.com,http://d3245111.uspool.samsung.com,Timeout,N/A
d32450f4.uspool.samsung.com,http://d32450f4.uspool.samsung.com,Timeout,N/A
d3245112.uspool.samsung.com,http://d3245112.uspool.samsung.com,Timeout,N/A
d3245110.uspool.samsung.com,http://d3245110.uspool.samsung.com,Timeout,N/A
data.makeshop.co.kr,http://data.makeshop.co.kr,Success,200
d3245102.uspool.samsung.com,http://d3245102.uspool.samsung.com,Timeout,N/A
data-lake-api-dev.internet.apps.samsung.com,http://data-lake-api-dev.internet.apps.samsung.com,Success,403
dam.samsungcard.com,https://dam.samsungcard.com,Success,200
datablue.shinhancard.com,http://datablue.shinhancard.com,Connection Error,N/A
datahub-gms.di.atlas.samsung.com,http://datahub-gms.di.atlas.samsung.com,Connection Error,N/A
dashboard.makeshop.co.kr,https://dashboard.makeshop.co.kr,Success,200
data.nicepay.co.kr,https://data.nicepay.co.kr,Success,404
dbiz.kbcard.com,http://dbiz.kbcard.com,Connection Error,N/A
dc.11st.co.kr,http://dc.11st.co.kr,Connection Error,N/A
dashboard.joongna.com,https://dashboard.joongna.com,Success,403
dc.dqa.samsung.com,http://dc.dqa.samsung.com,Connection Error,N/A
dbill.naver.com,https://dbill.naver.com,Success,404
d3245114.uspool.samsung.com,http://d3245114.uspool.samsung.com,Timeout,N/A
d3245113.uspool.samsung.com,http://d3245113.uspool.samsung.com,Timeout,N/A
databada.shinhancard.com,https://databada.shinhancard.com,Success,200
dataroot.kbcard.com,https://dataroot.kbcard.com,Success,200
dc-gcp.di.atlas.samsung.com,http://dc-gcp.di.atlas.samsung.com,Connection Error,N/A
data.tosspayments.com,https://data.tosspayments.com,Success,200
d3245122.uspool.samsung.com,http://d3245122.uspool.samsung.com,Timeout,N/A
d3245121.uspool.samsung.com,http://d3245121.uspool.samsung.com,Timeout,N/A
dcard.kbcard.com,http://dcard.kbcard.com,Connection Error,N/A
dcb.hanacard.co.kr,http://dcb.hanacard.co.kr,Connection Error,N/A
dc1-api.nicepay.co.kr,http://dc1-api.nicepay.co.kr,Success,200
dcs-sslvpn.aws.shinhancard.com,http://dcs-sslvpn.aws.shinhancard.com,Connection Error,N/A
danal.co.kr,https://danal.co.kr,Success,200
d3245120.uspool.samsung.com,http://d3245120.uspool.samsung.com,Timeout,N/A
dc1-web.nicepay.co.kr,http://dc1-web.nicepay.co.kr,Success,200
dchannel.hyundaicard.com,http://dchannel.hyundaicard.com,Connection Error,N/A
data-tools.tosspayments.com,https://data-tools.tosspayments.com,Success,200
d3245123.uspool.samsung.com,http://d3245123.uspool.samsung.com,Timeout,N/A
dcs-sslvpn.stg.aws.shinhancard.com,http://dcs-sslvpn.stg.aws.shinhancard.com,Connection Error,N/A
dc2-api.nicepay.co.kr,http://dc2-api.nicepay.co.kr,Success,200
datalab.naver.com,https://datalab.naver.com,Success,200
d3245124.uspool.samsung.com,http://d3245124.uspool.samsung.com,Timeout,N/A
ddownload.kbcard.com,http://ddownload.kbcard.com,Connection Error,N/A
dcs.shinhancard.com,http://dcs.shinhancard.com,Connection Error,N/A
ddf.di.atlas.samsung.com,http://ddf.di.atlas.samsung.com,Connection Error,N/A
delivery-api.payco.com,http://delivery-api.payco.com,Connection Error,N/A
daejung.nonghyup.com,https://daejung.nonghyup.com,Success,200
delivery.payco.com,http://delivery.payco.com,Connection Error,N/A
dashboard.tosspayments.com,https://dashboard.tosspayments.com,Success,200
decomi11.img44.makeshop.co.kr,http://decomi11.img44.makeshop.co.kr,Success,403
demail.kbcard.com,http://demail.kbcard.com,Connection Error,N/A
deal.11st.co.kr,http://deal.11st.co.kr,Success,200
d3245131.uspool.samsung.com,http://d3245131.uspool.samsung.com,Timeout,N/A
datus.lottecard.co.kr,https://datus.lottecard.co.kr,Success,200
d3245130.uspool.samsung.com,http://d3245130.uspool.samsung.com,Timeout,N/A
dco.coupang.com,https://dco.coupang.com,Success,404
dedic.naver.com,https://dedic.naver.com,Success,200
daeso.nonghyup.com,https://daeso.nonghyup.com,Success,200
depcard.hanacard.co.kr,http://depcard.hanacard.co.kr,Connection Error,N/A
delivery.bunjang.co.kr,https://delivery.bunjang.co.kr,Success,200
derp.hyundaicard.com,http://derp.hyundaicard.com,Connection Error,N/A
d3245132.uspool.samsung.com,http://d3245132.uspool.samsung.com,Timeout,N/A
demo-partnerid.payco.com,https://demo-partnerid.payco.com,Success,404
desktop.naver.com,http://desktop.naver.com,Success,200
department.ssg.com,https://department.ssg.com,Success,429
demo-id.payco.com,https://demo-id.payco.com,Success,404
d3245133.uspool.samsung.com,http://d3245133.uspool.samsung.com,Timeout,N/A
dev-accert.lotteon.com,http://dev-accert.lotteon.com,Connection Error,N/A
dev-ad.lotteon.com,http://dev-ad.lotteon.com,Connection Error,N/A
d3245134.uspool.samsung.com,http://d3245134.uspool.samsung.com,Timeout,N/A
dev-allthatpt.aws.shinhancard.com,http://dev-allthatpt.aws.shinhancard.com,Connection Error,N/A
dev-admin.lotteon.com,http://dev-admin.lotteon.com,Connection Error,N/A
dev-allthat.aws.shinhancard.com,http://dev-allthat.aws.shinhancard.com,Connection Error,N/A
deus-static.toss.im,http://deus-static.toss.im,Success,403
dev-api.lotteon.com,http://dev-api.lotteon.com,Connection Error,N/A
design.samsung.com,https://design.samsung.com,Success,200
dev-apiad.lotteon.com,http://dev-apiad.lotteon.com,Connection Error,N/A
d3245140.uspool.samsung.com,http://d3245140.uspool.samsung.com,Timeout,N/A
deus.toss.im,https://deus.toss.im,Success,200
dev-app-notice.map.naver.com,http://dev-app-notice.map.naver.com,Connection Error,N/A
dev-bfb.lotteon.com,http://dev-bfb.lotteon.com,Connection Error,N/A
dev-api-express.hanpass.com,https://dev-api-express.hanpass.com,Success,403
dev-bff.lotteon.com,http://dev-bff.lotteon.com,Connection Error,N/A
department.lotteon.com,https://department.lotteon.com,Success,200
dev-buyer.collection.naver.com,http://dev-buyer.collection.naver.com,Success,403
d3245141.uspool.samsung.com,http://d3245141.uspool.samsung.com,Timeout,N/A
dev-cc.lotteon.com,http://dev-cc.lotteon.com,Connection Error,N/A
dev-charlotte.lotteon.com,http://dev-charlotte.lotteon.com,Connection Error,N/A
dev-chatbotgw.lotteon.com,http://dev-chatbotgw.lotteon.com,Connection Error,N/A
dev-chatgw.lotteon.com,http://dev-chatgw.lotteon.com,Connection Error,N/A
dev-checkout.naver.com,http://dev-checkout.naver.com,Connection Error,N/A
dev-cheetah-api.lotteon.com,http://dev-cheetah-api.lotteon.com,Connection Error,N/A
d3245142.uspool.samsung.com,http://d3245142.uspool.samsung.com,Timeout,N/A
dev-cheetah.lotteon.com,http://dev-cheetah.lotteon.com,Connection Error,N/A
dev-cloud.allonebank.nonghyup.com,http://dev-cloud.allonebank.nonghyup.com,Connection Error,N/A
d3245144.uspool.samsung.com,http://d3245144.uspool.samsung.com,Timeout,N/A
d3245143.uspool.samsung.com,http://d3245143.uspool.samsung.com,Timeout,N/A
d3245150.uspool.samsung.com,http://d3245150.uspool.samsung.com,Timeout,N/A
d3245151.uspool.samsung.com,http://d3245151.uspool.samsung.com,Timeout,N/A
dev-contents.lotteon.com,http://dev-contents.lotteon.com,Connection Error,N/A
dev-cms.lotteon.com,http://dev-cms.lotteon.com,Connection Error,N/A
d3245152.uspool.samsung.com,http://d3245152.uspool.samsung.com,Timeout,N/A
dev-confirm-mobile.lpay.com,http://dev-confirm-mobile.lpay.com,Connection Error,N/A
d3245160.uspool.samsung.com,http://d3245160.uspool.samsung.com,Timeout,N/A
d3245153.uspool.samsung.com,http://d3245153.uspool.samsung.com,Timeout,N/A
dev-dpadmin.lotteon.com,http://dev-dpadmin.lotteon.com,Connection Error,N/A
dev-developers.lotteon.com,http://dev-developers.lotteon.com,Connection Error,N/A
d3245154.uspool.samsung.com,http://d3245154.uspool.samsung.com,Timeout,N/A
d3245161.uspool.samsung.com,http://d3245161.uspool.samsung.com,Timeout,N/A
dev-eif.lotteon.com,http://dev-eif.lotteon.com,Connection Error,N/A
dev-displayad.lotteon.com,http://dev-displayad.lotteon.com,Connection Error,N/A
dev-ecapi.lotteon.com,http://dev-ecapi.lotteon.com,Connection Error,N/A
dev-doc-pub.lotteon.com,http://dev-doc-pub.lotteon.com,Connection Error,N/A
dev-fidosw.shinhancard.com,http://dev-fidosw.shinhancard.com,Connection Error,N/A
dev-extif.lotteon.com,http://dev-extif.lotteon.com,Connection Error,N/A
dev-fe.toss.im,http://dev-fe.toss.im,Connection Error,N/A
dev-happycall.lpay.com,http://dev-happycall.lpay.com,Connection Error,N/A
d3245162.uspool.samsung.com,http://d3245162.uspool.samsung.com,Timeout,N/A
dev-iifg.lotteon.com,http://dev-iifg.lotteon.com,Connection Error,N/A
dev-iifk.lotteon.com,http://dev-iifk.lotteon.com,Connection Error,N/A
dev-logismart.lotteon.com,http://dev-logismart.lotteon.com,Connection Error,N/A
dev-m.11st.co.kr,http://dev-m.11st.co.kr,Connection Error,N/A
dev-dc1.tosspayments.com,https://dev-dc1.tosspayments.com,Success,200
dev-intif.lotteon.com,http://dev-intif.lotteon.com,Connection Error,N/A
dev-kttv.lotteon.com,http://dev-kttv.lotteon.com,Connection Error,N/A
dev-mapapp.map.naver.com,http://dev-mapapp.map.naver.com,Connection Error,N/A
dev-mobile.lpay.com,http://dev-mobile.lpay.com,Connection Error,N/A
dev-mobileweb.lpay.com,http://dev-mobileweb.lpay.com,Connection Error,N/A
dev-mstore.lotteon.com,http://dev-mstore.lotteon.com,Connection Error,N/A
dev-mso.lotteon.com,http://dev-mso.lotteon.com,Connection Error,N/A
dcx.hmall.com,http://dcx.hmall.com,Connection Error,N/A
dev-mydata.kbcard.com,http://dev-mydata.kbcard.com,Connection Error,N/A
dev-oapi.lotteon.com,http://dev-oapi.lotteon.com,Connection Error,N/A
designby.shinhancard.com,http://designby.shinhancard.com,Connection Error,N/A
dev-onpick-api.lotteon.com,http://dev-onpick-api.lotteon.com,Connection Error,N/A
dev-onpick-seller.lotteon.com,http://dev-onpick-seller.lotteon.com,Connection Error,N/A
dev-hdeu.sec.samsung.com,http://dev-hdeu.sec.samsung.com,Success,200
dev-openapi.lotteon.com,http://dev-openapi.lotteon.com,Connection Error,N/A
dev-p2p.lpay.com,http://dev-p2p.lpay.com,Connection Error,N/A
dev-olp.di.atlas.samsung.com,https://dev-olp.di.atlas.samsung.com,Success,200
d3245164.uspool.samsung.com,http://d3245164.uspool.samsung.com,Timeout,N/A
d3245163.uspool.samsung.com,http://d3245163.uspool.samsung.com,Timeout,N/A
d3245170.uspool.samsung.com,http://d3245170.uspool.samsung.com,Timeout,N/A
dev-pay.naver.com,http://dev-pay.naver.com,Connection Error,N/A
dev-polyline-map.naver.com,http://dev-polyline-map.naver.com,Connection Error,N/A
d3245171.uspool.samsung.com,http://d3245171.uspool.samsung.com,Timeout,N/A
dev-pro.lotteon.com,http://dev-pro.lotteon.com,Connection Error,N/A
dev-prvif.lotteon.com,http://dev-prvif.lotteon.com,Connection Error,N/A
dev-s.lotteon.com,http://dev-s.lotteon.com,Connection Error,N/A
d3245172.uspool.samsung.com,http://d3245172.uspool.samsung.com,Timeout,N/A
dev-search.map.naver.com,http://dev-search.map.naver.com,Connection Error,N/A
dev-seller.lotteon.com,http://dev-seller.lotteon.com,Connection Error,N/A
dev-shinsegaepoint.ssg.com,http://dev-shinsegaepoint.ssg.com,Connection Error,N/A
dev-sapi.lotteon.com,http://dev-sapi.lotteon.com,Connection Error,N/A
dev-smartpick.lotteon.com,http://dev-smartpick.lotteon.com,Connection Error,N/A
d3245173.uspool.samsung.com,http://d3245173.uspool.samsung.com,Timeout,N/A
dev-smtp01.ncl.naver.com,http://dev-smtp01.ncl.naver.com,Connection Error,N/A
dev-sp.lotteon.com,http://dev-sp.lotteon.com,Connection Error,N/A
dev-so.lotteon.com,http://dev-so.lotteon.com,Connection Error,N/A
d3245174.uspool.samsung.com,http://d3245174.uspool.samsung.com,Timeout,N/A
dev-soapi.lotteon.com,http://dev-soapi.lotteon.com,Connection Error,N/A
d3245180.uspool.samsung.com,http://d3245180.uspool.samsung.com,Timeout,N/A
d3245181.uspool.samsung.com,http://d3245181.uspool.samsung.com,Timeout,N/A
d3245183.uspool.samsung.com,http://d3245183.uspool.samsung.com,Timeout,N/A
d3245182.uspool.samsung.com,http://d3245182.uspool.samsung.com,Timeout,N/A
dev-srch-capi.lotteon.com,http://dev-srch-capi.lotteon.com,Success,500
dev-static.lotteon.com,http://dev-static.lotteon.com,Connection Error,N/A
dev-store.lotteon.com,http://dev-store.lotteon.com,Connection Error,N/A
d3245184.uspool.samsung.com,http://d3245184.uspool.samsung.com,Timeout,N/A
d3245190.uspool.samsung.com,http://d3245190.uspool.samsung.com,Timeout,N/A
dev-support.lotteon.com,http://dev-support.lotteon.com,Connection Error,N/A
d3245191.uspool.samsung.com,http://d3245191.uspool.samsung.com,Timeout,N/A
d3245192.uspool.samsung.com,http://d3245192.uspool.samsung.com,Timeout,N/A
d3245194.uspool.samsung.com,http://d3245194.uspool.samsung.com,Timeout,N/A
d32451a1.uspool.samsung.com,http://d32451a1.uspool.samsung.com,Timeout,N/A
d32451a3.uspool.samsung.com,http://d32451a3.uspool.samsung.com,Timeout,N/A
d3245193.uspool.samsung.com,http://d3245193.uspool.samsung.com,Timeout,N/A
d32451a4.uspool.samsung.com,http://d32451a4.uspool.samsung.com,Timeout,N/A
d32451b2.uspool.samsung.com,http://d32451b2.uspool.samsung.com,Timeout,N/A
d32451b4.uspool.samsung.com,http://d32451b4.uspool.samsung.com,Timeout,N/A
dev.adcenter.shopping.naver.com,http://dev.adcenter.shopping.naver.com,Connection Error,N/A
d32451b3.uspool.samsung.com,http://d32451b3.uspool.samsung.com,Timeout,N/A
d32451b0.uspool.samsung.com,http://d32451b0.uspool.samsung.com,Timeout,N/A
dev.11st.co.kr,http://dev.11st.co.kr,Success,200
dev.api.contact.naver.com,http://dev.api.contact.naver.com,Connection Error,N/A
dev.aoai.genai.shinhancard.com,http://dev.aoai.genai.shinhancard.com,Connection Error,N/A
d32451c2.uspool.samsung.com,http://d32451c2.uspool.samsung.com,Timeout,N/A
d32451d1.uspool.samsung.com,http://d32451d1.uspool.samsung.com,Timeout,N/A
dev.b2b.lotteon.com,http://dev.b2b.lotteon.com,Connection Error,N/A
d32451a2.uspool.samsung.com,http://d32451a2.uspool.samsung.com,Timeout,N/A
d32451b1.uspool.samsung.com,http://d32451b1.uspool.samsung.com,Timeout,N/A
d32451c1.uspool.samsung.com,http://d32451c1.uspool.samsung.com,Timeout,N/A
dev.aws.shinhancard.com,http://dev.aws.shinhancard.com,Connection Error,N/A
dev.app.music.naver.com,http://dev.app.music.naver.com,Connection Error,N/A
d32451d0.uspool.samsung.com,http://d32451d0.uspool.samsung.com,Timeout,N/A
d32451d2.uspool.samsung.com,http://d32451d2.uspool.samsung.com,Timeout,N/A
d32451c3.uspool.samsung.com,http://d32451c3.uspool.samsung.com,Timeout,N/A
dev.contact.naver.com,http://dev.contact.naver.com,Connection Error,N/A
d32451a0.uspool.samsung.com,http://d32451a0.uspool.samsung.com,Timeout,N/A
d32451c0.uspool.samsung.com,http://d32451c0.uspool.samsung.com,Timeout,N/A
dev.drm.genai.shinhancard.com,http://dev.drm.genai.shinhancard.com,Connection Error,N/A
dev.gw.drm.naver.com,http://dev.gw.drm.naver.com,Connection Error,N/A
d32451d3.uspool.samsung.com,http://d32451d3.uspool.samsung.com,Timeout,N/A
dev.inf.genai.shinhancard.com,http://dev.inf.genai.shinhancard.com,Connection Error,N/A
dev.auth-clova.naver.com,http://dev.auth-clova.naver.com,Connection Error,N/A
dev.idownload.music.naver.com,http://dev.idownload.music.naver.com,Connection Error,N/A
dev.download.mail.naver.com,http://dev.download.mail.naver.com,Connection Error,N/A
dev.cti.shinsegaetvshopping.com,http://dev.cti.shinsegaetvshopping.com,Connection Error,N/A
dev.io.naver.com,http://dev.io.naver.com,Connection Error,N/A
dev.m.mail.naver.com,http://dev.m.mail.naver.com,Connection Error,N/A
dev.mail.naver.com,http://dev.mail.naver.com,Connection Error,N/A
dev.lotteon.com,http://dev.lotteon.com,Connection Error,N/A
dev.mpay.samsung.com,http://dev.mpay.samsung.com,Connection Error,N/A
dev.dap.genai.shinhancard.com,http://dev.dap.genai.shinhancard.com,Connection Error,N/A
d32451d4.uspool.samsung.com,http://d32451d4.uspool.samsung.com,Timeout,N/A
d32451e0.uspool.samsung.com,http://d32451e0.uspool.samsung.com,Timeout,N/A
dev.m.like.naver.com,http://dev.m.like.naver.com,Connection Error,N/A
dev.ivr.shinsegaetvshopping.com,http://dev.ivr.shinsegaetvshopping.com,Connection Error,N/A
dev.pay.samsung.com,http://dev.pay.samsung.com,Connection Error,N/A
dev.onedata.shinhancard.com,http://dev.onedata.shinhancard.com,Connection Error,N/A
dev.rewards.svc.samsung.com,http://dev.rewards.svc.samsung.com,Connection Error,N/A
dev.pvi.samsung.com,http://dev.pvi.samsung.com,Connection Error,N/A
d32451e1.uspool.samsung.com,http://d32451e1.uspool.samsung.com,Timeout,N/A
dev.mcsvc.samsung.com,http://dev.mcsvc.samsung.com,Connection Error,N/A
dev.sca.samsung.com,http://dev.sca.samsung.com,Connection Error,N/A
dev.sell.storefarm.naver.com,http://dev.sell.storefarm.naver.com,Connection Error,N/A
d32451e4.uspool.samsung.com,http://d32451e4.uspool.samsung.com,Timeout,N/A
d32451e3.uspool.samsung.com,http://d32451e3.uspool.samsung.com,Timeout,N/A
dev.spapi.shopping.naver.com,http://dev.spapi.shopping.naver.com,Connection Error,N/A
dev.portal.genai.shinhancard.com,http://dev.portal.genai.shinhancard.com,Connection Error,N/A
dev.sop.shinhancard.com,http://dev.sop.shinhancard.com,Connection Error,N/A
d32451f0.uspool.samsung.com,http://d32451f0.uspool.samsung.com,Timeout,N/A
dev.sw2.wallet.samsung.com,http://dev.sw2.wallet.samsung.com,Connection Error,N/A
dev.ticket-api.joongna.com,http://dev.ticket-api.joongna.com,Connection Error,N/A
d32451f1.uspool.samsung.com,http://d32451f1.uspool.samsung.com,Timeout,N/A
dev.skrdirect.11st.co.kr,http://dev.skrdirect.11st.co.kr,Success,404
